mol_index,bit_id,description
28,24,Bit 24: no substructure found
29,24,Bit 24: no substructure found
30,24,Bit 24: no substructure found
31,24,Bit 24: no substructure found
32,24,Bit 24: no substructure found
33,24,Bit 24: no substructure found
34,24,Bit 24: no substructure found
35,24,Bit 24: no substructure found
36,24,Bit 24: no substructure found
37,24,Bit 24: no substructure found
38,24,Bit 24: no substructure found
39,24,Bit 24: no substructure found
40,24,Bit 24: no substructure found
41,24,Bit 24: no substructure found
42,24,Bit 24: no substructure found
43,24,Bit 24: no substructure found
44,24,Bit 24: no substructure found
45,24,Bit 24: no substructure found
46,24,Bit 24: no substructure found
47,24,Bit 24: no substructure found
48,24,Bit 24: no substructure found
49,24,Bit 24: no substructure found
50,24,Bit 24: no substructure found
51,24,Bit 24: no substructure found
52,24,Bit 24: no substructure found
53,24,Bit 24: no substructure found
54,24,Bit 24: no substructure found
55,24,Bit 24: no substructure found
56,24,Bit 24: no substructure found
57,24,Bit 24: no substructure found
58,24,Bit 24: no substructure found
59,24,Bit 24: no substructure found
60,24,Bit 24: no substructure found
61,24,Bit 24: no substructure found
62,24,Bit 24: no substructure found
63,24,Bit 24: no substructure found
64,24,Bit 24: no substructure found
65,24,Bit 24: no substructure found
66,24,Bit 24: no substructure found
67,24,Bit 24: no substructure found
68,24,Bit 24: no substructure found
69,24,Bit 24: no substructure found
70,24,Bit 24: no substructure found
71,24,Bit 24: no substructure found
72,24,Bit 24: no substructure found
73,24,Bit 24: no substructure found
74,24,Bit 24: no substructure found
75,24,Bit 24: no substructure found
76,24,Bit 24: no substructure found
77,24,Bit 24: no substructure found
78,24,Bit 24: no substructure found
79,24,Bit 24: no substructure found
80,24,Bit 24: no substructure found
81,24,Bit 24: no substructure found
82,24,Bit 24: no substructure found
83,24,Bit 24: no substructure found
84,24,Bit 24: no substructure found
85,24,Bit 24: no substructure found
86,24,Bit 24: no substructure found
87,24,Bit 24: no substructure found
88,24,Bit 24: no substructure found
89,24,Bit 24: no substructure found
90,24,Bit 24: no substructure found
91,24,Bit 24: no substructure found
92,24,Bit 24: no substructure found
93,24,Bit 24: no substructure found
94,24,Bit 24: no substructure found
95,24,Bit 24: no substructure found
96,24,Bit 24: no substructure found
97,24,Bit 24: no substructure found
98,24,Bit 24: no substructure found
99,24,Bit 24: no substructure found
100,24,Bit 24: no substructure found
101,24,Bit 24: no substructure found
102,24,Bit 24: no substructure found
103,24,Bit 24: no substructure found
104,24,Bit 24: no substructure found
105,24,Bit 24: no substructure found
106,24,Bit 24: no substructure found
107,24,Bit 24: no substructure found
108,24,Bit 24: no substructure found
109,24,Bit 24: no substructure found
110,24,Bit 24: no substructure found
111,24,Bit 24: no substructure found
112,24,Bit 24: no substructure found
113,24,Bit 24: no substructure found
114,24,Bit 24: no substructure found
115,24,Bit 24: no substructure found
116,24,Bit 24: no substructure found
117,24,Bit 24: no substructure found
118,24,Bit 24: no substructure found
119,24,Bit 24: no substructure found
120,24,Bit 24: no substructure found
121,24,Bit 24: no substructure found
122,24,Bit 24: no substructure found
123,24,Bit 24: no substructure found
124,24,Bit 24: no substructure found
125,24,Bit 24: no substructure found
126,24,Bit 24: no substructure found
127,24,Bit 24: no substructure found
128,24,Bit 24: no substructure found
129,24,Bit 24: no substructure found
130,24,Bit 24: no substructure found
131,24,Bit 24: no substructure found
132,24,Bit 24: no substructure found
133,24,Bit 24: no substructure found
134,24,Bit 24: no substructure found
135,24,Bit 24: no substructure found
136,24,Bit 24: no substructure found
137,24,Bit 24: no substructure found
138,24,Bit 24: no substructure found
139,24,Bit 24: no substructure found
140,24,Bit 24: no substructure found
141,24,Bit 24: no substructure found
142,24,Bit 24: no substructure found
143,24,Bit 24: no substructure found
144,24,Bit 24: no substructure found
145,24,Bit 24: no substructure found
146,24,Bit 24: no substructure found
147,24,Bit 24: no substructure found
148,24,Bit 24: no substructure found
149,24,Bit 24: no substructure found
150,24,Bit 24: no substructure found
151,24,Bit 24: no substructure found
152,24,Bit 24: no substructure found
153,24,Bit 24: no substructure found
154,24,Bit 24: no substructure found
155,24,Bit 24: no substructure found
156,24,Bit 24: no substructure found
157,24,Bit 24: no substructure found
158,24,Bit 24: no substructure found
159,24,Bit 24: no substructure found
160,24,Bit 24: no substructure found
161,24,Bit 24: no substructure found
162,24,Bit 24: no substructure found
163,24,Bit 24: no substructure found
164,24,Bit 24: no substructure found
165,24,Bit 24: no substructure found
166,24,Bit 24: no substructure found
167,24,Bit 24: no substructure found
168,24,Bit 24: no substructure found
169,24,Bit 24: no substructure found
170,24,Bit 24: no substructure found
171,24,Bit 24: no substructure found
172,24,Bit 24: no substructure found
173,24,Bit 24: no substructure found
174,24,Bit 24: no substructure found
175,24,Bit 24: no substructure found
176,24,Bit 24: no substructure found
177,24,Bit 24: no substructure found
178,24,Bit 24: no substructure found
179,24,Bit 24: no substructure found
180,24,Bit 24: no substructure found
181,24,Bit 24: no substructure found
182,24,Bit 24: no substructure found
183,24,Bit 24: no substructure found
184,24,Bit 24: no substructure found
185,24,Bit 24: no substructure found
186,24,Bit 24: no substructure found
187,24,Bit 24: no substructure found
188,24,Bit 24: no substructure found
189,24,Bit 24: no substructure found
190,24,Bit 24: no substructure found
191,24,Bit 24: no substructure found
192,24,Bit 24: no substructure found
193,24,Bit 24: no substructure found
194,24,Bit 24: no substructure found
195,24,Bit 24: no substructure found
196,24,Bit 24: no substructure found
197,24,Bit 24: no substructure found
0,6,Bit 6: no substructure found
1,6,Bit 6: no substructure found
2,6,Bit 6: no substructure found
3,6,Bit 6: no substructure found
4,6,Bit 6: no substructure found
5,6,Bit 6: no substructure found
6,6,Bit 6: no substructure found
7,6,Bit 6: no substructure found
8,6,Bit 6: no substructure found
9,6,Bit 6: no substructure found
10,6,Bit 6: no substructure found
11,6,Bit 6: no substructure found
12,6,Bit 6: no substructure found
13,6,Bit 6: no substructure found
14,6,Bit 6: no substructure found
15,6,Bit 6: no substructure found
16,6,Bit 6: no substructure found
17,6,Bit 6: no substructure found
18,6,Bit 6: no substructure found
19,6,Bit 6: no substructure found
20,6,Bit 6: no substructure found
21,6,Bit 6: no substructure found
22,6,Bit 6: no substructure found
23,6,Bit 6: no substructure found
24,6,Bit 6: no substructure found
25,6,Bit 6: no substructure found
26,6,Bit 6: no substructure found
27,6,Bit 6: no substructure found
28,6,Bit 6: no substructure found
29,6,Bit 6: no substructure found
30,6,Bit 6: no substructure found
31,6,Bit 6: no substructure found
32,6,Bit 6: no substructure found
33,6,Bit 6: no substructure found
34,6,Bit 6: no substructure found
35,6,Bit 6: no substructure found
36,6,Bit 6: no substructure found
37,6,Bit 6: no substructure found
38,6,Bit 6: no substructure found
39,6,Bit 6: no substructure found
40,6,Bit 6: no substructure found
41,6,Bit 6: no substructure found
42,6,Bit 6: no substructure found
43,6,Bit 6: no substructure found
44,6,Bit 6: no substructure found
45,6,Bit 6: no substructure found
46,6,Bit 6: no substructure found
47,6,Bit 6: no substructure found
48,6,Bit 6: no substructure found
49,6,Bit 6: no substructure found
50,6,Bit 6: no substructure found
51,6,Bit 6: no substructure found
52,6,Bit 6: no substructure found
53,6,Bit 6: no substructure found
54,6,Bit 6: no substructure found
55,6,Bit 6: no substructure found
56,6,Bit 6: no substructure found
57,6,Bit 6: no substructure found
58,6,Bit 6: no substructure found
59,6,Bit 6: no substructure found
60,6,Bit 6: no substructure found
61,6,Bit 6: no substructure found
62,6,Bit 6: no substructure found
63,6,Bit 6: no substructure found
64,6,Bit 6: no substructure found
65,6,Bit 6: no substructure found
66,6,Bit 6: no substructure found
67,6,Bit 6: no substructure found
68,6,Bit 6: no substructure found
69,6,Bit 6: no substructure found
70,6,Bit 6: no substructure found
71,6,Bit 6: no substructure found
72,6,Bit 6: no substructure found
73,6,Bit 6: no substructure found
74,6,Bit 6: no substructure found
75,6,Bit 6: no substructure found
76,6,Bit 6: no substructure found
77,6,Bit 6: no substructure found
78,6,Bit 6: no substructure found
79,6,Bit 6: no substructure found
80,6,Bit 6: no substructure found
81,6,Bit 6: no substructure found
82,6,Bit 6: no substructure found
83,6,Bit 6: no substructure found
84,6,Bit 6: no substructure found
85,6,Bit 6: no substructure found
86,6,Bit 6: no substructure found
87,6,Bit 6: no substructure found
88,6,Bit 6: no substructure found
89,6,Bit 6: no substructure found
90,6,Bit 6: no substructure found
91,6,Bit 6: no substructure found
92,6,Bit 6: no substructure found
93,6,Bit 6: no substructure found
94,6,Bit 6: no substructure found
95,6,Bit 6: no substructure found
96,6,Bit 6: no substructure found
97,6,Bit 6: no substructure found
98,6,Bit 6: no substructure found
99,6,Bit 6: no substructure found
100,6,Bit 6: no substructure found
101,6,Bit 6: no substructure found
102,6,Bit 6: no substructure found
103,6,Bit 6: no substructure found
104,6,Bit 6: no substructure found
105,6,Bit 6: no substructure found
106,6,Bit 6: no substructure found
107,6,Bit 6: no substructure found
108,6,Bit 6: no substructure found
109,6,Bit 6: no substructure found
110,6,Bit 6: no substructure found
111,6,Bit 6: no substructure found
112,6,Bit 6: no substructure found
113,6,Bit 6: no substructure found
114,6,Bit 6: no substructure found
115,6,Bit 6: no substructure found
116,6,Bit 6: no substructure found
117,6,Bit 6: no substructure found
118,6,Bit 6: no substructure found
119,6,Bit 6: no substructure found
120,6,Bit 6: no substructure found
121,6,Bit 6: no substructure found
122,6,Bit 6: no substructure found
123,6,Bit 6: no substructure found
124,6,Bit 6: no substructure found
125,6,Bit 6: no substructure found
126,6,Bit 6: no substructure found
127,6,Bit 6: no substructure found
128,6,Bit 6: no substructure found
129,6,Bit 6: no substructure found
130,6,Bit 6: no substructure found
131,6,Bit 6: no substructure found
132,6,Bit 6: no substructure found
133,6,Bit 6: no substructure found
134,6,Bit 6: no substructure found
135,6,Bit 6: no substructure found
136,6,Bit 6: no substructure found
137,6,Bit 6: no substructure found
138,6,Bit 6: no substructure found
139,6,Bit 6: no substructure found
140,6,Bit 6: no substructure found
141,6,Bit 6: no substructure found
142,6,Bit 6: no substructure found
143,6,Bit 6: no substructure found
144,6,Bit 6: no substructure found
145,6,Bit 6: no substructure found
146,6,Bit 6: no substructure found
147,6,Bit 6: no substructure found
148,6,Bit 6: no substructure found
149,6,Bit 6: no substructure found
150,6,Bit 6: no substructure found
151,6,Bit 6: no substructure found
152,6,Bit 6: no substructure found
153,6,Bit 6: no substructure found
154,6,Bit 6: no substructure found
155,6,Bit 6: no substructure found
156,6,Bit 6: no substructure found
157,6,Bit 6: no substructure found
158,6,Bit 6: no substructure found
159,6,Bit 6: no substructure found
160,6,Bit 6: no substructure found
161,6,Bit 6: no substructure found
162,6,Bit 6: no substructure found
163,6,Bit 6: no substructure found
164,6,Bit 6: no substructure found
165,6,Bit 6: no substructure found
166,6,Bit 6: no substructure found
167,6,Bit 6: no substructure found
168,6,Bit 6: no substructure found
169,6,Bit 6: no substructure found
170,6,Bit 6: no substructure found
171,6,Bit 6: no substructure found
172,6,Bit 6: no substructure found
173,6,Bit 6: no substructure found
174,6,Bit 6: no substructure found
175,6,Bit 6: no substructure found
176,6,Bit 6: no substructure found
177,6,Bit 6: no substructure found
178,6,Bit 6: no substructure found
179,6,Bit 6: no substructure found
180,6,Bit 6: no substructure found
181,6,Bit 6: no substructure found
182,6,Bit 6: no substructure found
183,6,Bit 6: no substructure found
184,6,Bit 6: no substructure found
185,6,Bit 6: no substructure found
186,6,Bit 6: no substructure found
187,6,Bit 6: no substructure found
188,6,Bit 6: no substructure found
189,6,Bit 6: no substructure found
190,6,Bit 6: no substructure found
191,6,Bit 6: no substructure found
192,6,Bit 6: no substructure found
193,6,Bit 6: no substructure found
194,6,Bit 6: no substructure found
195,6,Bit 6: no substructure found
196,6,Bit 6: no substructure found
197,6,Bit 6: no substructure found
0,8,Bit 8: no substructure found
1,8,Bit 8: no substructure found
2,8,Bit 8: no substructure found
3,8,Bit 8: no substructure found
4,8,Bit 8: no substructure found
5,8,Bit 8: no substructure found
6,8,Bit 8: no substructure found
7,8,Bit 8: no substructure found
8,8,Bit 8: no substructure found
9,8,Bit 8: no substructure found
10,8,Bit 8: no substructure found
11,8,Bit 8: no substructure found
12,8,Bit 8: no substructure found
13,8,Bit 8: no substructure found
14,8,Bit 8: no substructure found
15,8,Bit 8: no substructure found
16,8,Bit 8: no substructure found
17,8,Bit 8: no substructure found
18,8,Bit 8: no substructure found
19,8,Bit 8: no substructure found
20,8,Bit 8: no substructure found
21,8,Bit 8: no substructure found
22,8,Bit 8: no substructure found
23,8,Bit 8: no substructure found
24,8,Bit 8: no substructure found
25,8,Bit 8: no substructure found
26,8,Bit 8: no substructure found
27,8,Bit 8: no substructure found
28,8,Bit 8: no substructure found
29,8,Bit 8: no substructure found
30,8,Bit 8: no substructure found
31,8,Bit 8: no substructure found
32,8,Bit 8: no substructure found
33,8,Bit 8: no substructure found
34,8,Bit 8: no substructure found
35,8,Bit 8: no substructure found
36,8,Bit 8: no substructure found
37,8,Bit 8: no substructure found
38,8,Bit 8: no substructure found
39,8,Bit 8: no substructure found
40,8,Bit 8: no substructure found
41,8,Bit 8: no substructure found
42,8,Bit 8: no substructure found
43,8,Bit 8: no substructure found
44,8,Bit 8: no substructure found
45,8,Bit 8: no substructure found
46,8,Bit 8: no substructure found
47,8,Bit 8: no substructure found
48,8,Bit 8: no substructure found
49,8,Bit 8: no substructure found
50,8,Bit 8: contains ketone and amide
51,8,Bit 8: no substructure found
52,8,Bit 8: no substructure found
53,8,Bit 8: no substructure found
54,8,Bit 8: no substructure found
55,8,Bit 8: no substructure found
56,8,Bit 8: no substructure found
57,8,Bit 8: no substructure found
58,8,Bit 8: no substructure found
59,8,Bit 8: no substructure found
60,8,Bit 8: no substructure found
61,8,Bit 8: no substructure found
62,8,Bit 8: no substructure found
63,8,Bit 8: no substructure found
64,8,Bit 8: no substructure found
65,8,Bit 8: no substructure found
66,8,Bit 8: no substructure found
67,8,Bit 8: no substructure found
68,8,Bit 8: no substructure found
69,8,Bit 8: no substructure found
70,8,Bit 8: no substructure found
71,8,Bit 8: no substructure found
72,8,Bit 8: no substructure found
73,8,Bit 8: no substructure found
74,8,Bit 8: no substructure found
75,8,Bit 8: no substructure found
76,8,Bit 8: no substructure found
77,8,Bit 8: no substructure found
78,8,Bit 8: no substructure found
79,8,Bit 8: no substructure found
80,8,Bit 8: no substructure found
81,8,Bit 8: no substructure found
82,8,Bit 8: no substructure found
83,8,Bit 8: no substructure found
84,8,Bit 8: no substructure found
85,8,Bit 8: no substructure found
86,8,Bit 8: no substructure found
87,8,Bit 8: no substructure found
88,8,Bit 8: no substructure found
89,8,Bit 8: no substructure found
90,8,Bit 8: no substructure found
91,8,Bit 8: no substructure found
92,8,Bit 8: no substructure found
93,8,Bit 8: no substructure found
94,8,Bit 8: no substructure found
95,8,Bit 8: no substructure found
96,8,Bit 8: no substructure found
97,8,Bit 8: no substructure found
98,8,Bit 8: no substructure found
99,8,Bit 8: no substructure found
100,8,Bit 8: no substructure found
101,8,Bit 8: no substructure found
102,8,Bit 8: no substructure found
103,8,Bit 8: no substructure found
104,8,Bit 8: no substructure found
105,8,Bit 8: no substructure found
106,8,Bit 8: no substructure found
107,8,Bit 8: no substructure found
108,8,Bit 8: no substructure found
109,8,Bit 8: no substructure found
110,8,Bit 8: no substructure found
111,8,Bit 8: no substructure found
112,8,Bit 8: no substructure found
113,8,Bit 8: no substructure found
114,8,Bit 8: no substructure found
115,8,Bit 8: no substructure found
116,8,Bit 8: no substructure found
117,8,Bit 8: no substructure found
118,8,Bit 8: no substructure found
119,8,Bit 8: no substructure found
120,8,Bit 8: no substructure found
121,8,Bit 8: no substructure found
122,8,Bit 8: no substructure found
123,8,Bit 8: no substructure found
124,8,Bit 8: no substructure found
125,8,Bit 8: no substructure found
126,8,Bit 8: no substructure found
127,8,Bit 8: no substructure found
128,8,Bit 8: no substructure found
129,8,Bit 8: no substructure found
130,8,Bit 8: no substructure found
131,8,Bit 8: no substructure found
132,8,Bit 8: no substructure found
133,8,Bit 8: no substructure found
134,8,Bit 8: no substructure found
135,8,Bit 8: no substructure found
136,8,Bit 8: no substructure found
137,8,Bit 8: no substructure found
138,8,Bit 8: no substructure found
139,8,Bit 8: no substructure found
140,8,Bit 8: no substructure found
141,8,Bit 8: no substructure found
142,8,Bit 8: no substructure found
143,8,Bit 8: no substructure found
144,8,Bit 8: no substructure found
145,8,Bit 8: no substructure found
146,8,Bit 8: no substructure found
147,8,Bit 8: no substructure found
148,8,Bit 8: no substructure found
149,8,Bit 8: no substructure found
150,8,Bit 8: no substructure found
151,8,Bit 8: no substructure found
152,8,Bit 8: no substructure found
153,8,Bit 8: no substructure found
154,8,Bit 8: no substructure found
155,8,Bit 8: no substructure found
156,8,Bit 8: no substructure found
157,8,Bit 8: no substructure found
158,8,Bit 8: no substructure found
159,8,Bit 8: no substructure found
160,8,Bit 8: no substructure found
161,8,Bit 8: no substructure found
162,8,Bit 8: no substructure found
163,8,Bit 8: no substructure found
164,8,Bit 8: no substructure found
165,8,Bit 8: no substructure found
166,8,Bit 8: no substructure found
167,8,Bit 8: no substructure found
168,8,Bit 8: no substructure found
169,8,Bit 8: no substructure found
170,8,Bit 8: no substructure found
171,8,Bit 8: no substructure found
172,8,Bit 8: no substructure found
173,8,Bit 8: no substructure found
174,8,Bit 8: no substructure found
175,8,Bit 8: no substructure found
176,8,Bit 8: no substructure found
177,8,Bit 8: no substructure found
178,8,Bit 8: no substructure found
179,8,Bit 8: no substructure found
180,8,Bit 8: no substructure found
181,8,Bit 8: no substructure found
182,8,Bit 8: no substructure found
183,8,Bit 8: no substructure found
184,8,Bit 8: no substructure found
185,8,Bit 8: no substructure found
186,8,Bit 8: no substructure found
187,8,Bit 8: no substructure found
188,8,Bit 8: no substructure found
189,8,Bit 8: no substructure found
190,8,Bit 8: no substructure found
191,8,Bit 8: no substructure found
192,8,Bit 8: no substructure found
193,8,Bit 8: no substructure found
194,8,Bit 8: no substructure found
195,8,Bit 8: no substructure found
196,8,Bit 8: no substructure found
197,8,Bit 8: no substructure found
0,11,Bit 11: no substructure found
1,11,Bit 11: no substructure found
2,11,Bit 11: no substructure found
3,11,Bit 11: no substructure found
4,11,Bit 11: no substructure found
5,11,Bit 11: no substructure found
6,11,Bit 11: no substructure found
7,11,Bit 11: no substructure found
8,11,Bit 11: no substructure found
9,11,Bit 11: no substructure found
10,11,Bit 11: no substructure found
11,11,Bit 11: no substructure found
12,11,Bit 11: no substructure found
13,11,Bit 11: no substructure found
14,11,Bit 11: no substructure found
15,11,Bit 11: no substructure found
16,11,Bit 11: no substructure found
17,11,Bit 11: no substructure found
18,11,Bit 11: no substructure found
19,11,Bit 11: no substructure found
20,11,Bit 11: no substructure found
21,11,Bit 11: no substructure found
22,11,Bit 11: no substructure found
23,11,Bit 11: no substructure found
24,11,Bit 11: no substructure found
25,11,Bit 11: no substructure found
26,11,Bit 11: no substructure found
27,11,Bit 11: no substructure found
28,11,Bit 11: no substructure found
29,11,Bit 11: no substructure found
30,11,Bit 11: no substructure found
31,11,Bit 11: no substructure found
32,11,Bit 11: no substructure found
33,11,Bit 11: no substructure found
34,11,Bit 11: no substructure found
35,11,Bit 11: no substructure found
36,11,Bit 11: no substructure found
37,11,Bit 11: no substructure found
38,11,Bit 11: no substructure found
39,11,Bit 11: no substructure found
40,11,Bit 11: no substructure found
41,11,Bit 11: no substructure found
42,11,Bit 11: no substructure found
43,11,Bit 11: no substructure found
44,11,Bit 11: no substructure found
45,11,Bit 11: no substructure found
46,11,Bit 11: no substructure found
47,11,Bit 11: no substructure found
48,11,Bit 11: no substructure found
49,11,Bit 11: substructure detected but no common functional groups matched
50,11,Bit 11: no substructure found
51,11,Bit 11: no substructure found
52,11,Bit 11: no substructure found
53,11,Bit 11: no substructure found
54,11,Bit 11: no substructure found
55,11,Bit 11: no substructure found
56,11,Bit 11: no substructure found
57,11,Bit 11: no substructure found
58,11,Bit 11: no substructure found
59,11,Bit 11: no substructure found
60,11,Bit 11: no substructure found
61,11,Bit 11: no substructure found
62,11,Bit 11: no substructure found
63,11,Bit 11: no substructure found
64,11,Bit 11: no substructure found
65,11,Bit 11: no substructure found
66,11,Bit 11: no substructure found
67,11,Bit 11: no substructure found
68,11,Bit 11: no substructure found
69,11,Bit 11: no substructure found
70,11,Bit 11: no substructure found
71,11,Bit 11: no substructure found
72,11,Bit 11: no substructure found
73,11,Bit 11: no substructure found
74,11,Bit 11: no substructure found
75,11,Bit 11: no substructure found
76,11,Bit 11: no substructure found
77,11,Bit 11: no substructure found
78,11,Bit 11: no substructure found
79,11,Bit 11: no substructure found
80,11,Bit 11: no substructure found
81,11,Bit 11: no substructure found
82,11,Bit 11: no substructure found
83,11,Bit 11: no substructure found
84,11,Bit 11: no substructure found
85,11,Bit 11: no substructure found
86,11,Bit 11: no substructure found
87,11,Bit 11: no substructure found
88,11,Bit 11: no substructure found
89,11,Bit 11: no substructure found
90,11,Bit 11: no substructure found
91,11,Bit 11: no substructure found
92,11,Bit 11: no substructure found
93,11,Bit 11: no substructure found
94,11,Bit 11: no substructure found
95,11,Bit 11: no substructure found
96,11,Bit 11: no substructure found
97,11,Bit 11: no substructure found
98,11,Bit 11: no substructure found
99,11,Bit 11: no substructure found
100,11,Bit 11: no substructure found
101,11,Bit 11: no substructure found
102,11,Bit 11: no substructure found
103,11,Bit 11: no substructure found
104,11,Bit 11: no substructure found
105,11,Bit 11: no substructure found
106,11,Bit 11: no substructure found
107,11,Bit 11: no substructure found
108,11,Bit 11: no substructure found
109,11,Bit 11: no substructure found
110,11,Bit 11: no substructure found
111,11,Bit 11: no substructure found
112,11,Bit 11: no substructure found
113,11,Bit 11: no substructure found
114,11,Bit 11: no substructure found
115,11,Bit 11: no substructure found
116,11,Bit 11: no substructure found
117,11,Bit 11: no substructure found
118,11,Bit 11: no substructure found
119,11,Bit 11: no substructure found
120,11,Bit 11: no substructure found
121,11,Bit 11: no substructure found
122,11,Bit 11: no substructure found
123,11,Bit 11: no substructure found
124,11,Bit 11: no substructure found
125,11,Bit 11: no substructure found
126,11,Bit 11: no substructure found
127,11,Bit 11: no substructure found
128,11,Bit 11: no substructure found
129,11,Bit 11: no substructure found
130,11,Bit 11: contains thioether
131,11,Bit 11: no substructure found
132,11,Bit 11: no substructure found
133,11,Bit 11: no substructure found
134,11,Bit 11: no substructure found
135,11,Bit 11: no substructure found
136,11,Bit 11: no substructure found
137,11,Bit 11: contains thioether
138,11,Bit 11: no substructure found
139,11,Bit 11: no substructure found
140,11,Bit 11: no substructure found
141,11,Bit 11: substructure detected but no common functional groups matched
142,11,Bit 11: no substructure found
143,11,Bit 11: no substructure found
144,11,Bit 11: no substructure found
145,11,Bit 11: no substructure found
146,11,Bit 11: no substructure found
147,11,Bit 11: no substructure found
148,11,Bit 11: no substructure found
149,11,Bit 11: no substructure found
150,11,Bit 11: no substructure found
151,11,Bit 11: no substructure found
152,11,Bit 11: no substructure found
153,11,Bit 11: no substructure found
154,11,Bit 11: no substructure found
155,11,Bit 11: substructure detected but no common functional groups matched
156,11,Bit 11: no substructure found
157,11,Bit 11: no substructure found
158,11,Bit 11: no substructure found
159,11,Bit 11: no substructure found
160,11,Bit 11: no substructure found
161,11,Bit 11: no substructure found
162,11,Bit 11: no substructure found
163,11,Bit 11: no substructure found
164,11,Bit 11: no substructure found
165,11,Bit 11: no substructure found
166,11,Bit 11: no substructure found
167,11,Bit 11: no substructure found
168,11,Bit 11: no substructure found
169,11,Bit 11: no substructure found
170,11,Bit 11: no substructure found
171,11,Bit 11: no substructure found
172,11,Bit 11: no substructure found
173,11,Bit 11: no substructure found
174,11,Bit 11: no substructure found
175,11,Bit 11: no substructure found
176,11,Bit 11: no substructure found
177,11,Bit 11: no substructure found
178,11,Bit 11: no substructure found
179,11,Bit 11: no substructure found
180,11,Bit 11: no substructure found
181,11,Bit 11: no substructure found
182,11,Bit 11: no substructure found
183,11,Bit 11: no substructure found
184,11,Bit 11: no substructure found
185,11,Bit 11: no substructure found
186,11,Bit 11: no substructure found
187,11,Bit 11: no substructure found
188,11,Bit 11: no substructure found
189,11,Bit 11: no substructure found
190,11,Bit 11: no substructure found
191,11,Bit 11: no substructure found
192,11,Bit 11: no substructure found
193,11,Bit 11: no substructure found
194,11,Bit 11: no substructure found
195,11,Bit 11: no substructure found
196,11,Bit 11: no substructure found
197,11,Bit 11: no substructure found
0,17,Bit 17: no substructure found
1,17,Bit 17: no substructure found
2,17,Bit 17: no substructure found
3,17,Bit 17: no substructure found
4,17,Bit 17: no substructure found
5,17,Bit 17: no substructure found
6,17,Bit 17: no substructure found
7,17,Bit 17: no substructure found
8,17,Bit 17: no substructure found
9,17,Bit 17: no substructure found
10,17,Bit 17: no substructure found
11,17,Bit 17: no substructure found
12,17,Bit 17: no substructure found
13,17,Bit 17: no substructure found
14,17,Bit 17: no substructure found
15,17,Bit 17: no substructure found
16,17,Bit 17: no substructure found
17,17,Bit 17: no substructure found
18,17,Bit 17: no substructure found
19,17,Bit 17: no substructure found
20,17,Bit 17: no substructure found
21,17,Bit 17: no substructure found
22,17,Bit 17: no substructure found
23,17,Bit 17: no substructure found
24,17,Bit 17: no substructure found
25,17,Bit 17: no substructure found
26,17,Bit 17: no substructure found
27,17,Bit 17: no substructure found
28,17,Bit 17: no substructure found
29,17,Bit 17: no substructure found
30,17,Bit 17: no substructure found
31,17,Bit 17: no substructure found
32,17,Bit 17: no substructure found
33,17,Bit 17: no substructure found
34,17,Bit 17: no substructure found
35,17,Bit 17: no substructure found
36,17,Bit 17: no substructure found
37,17,Bit 17: no substructure found
38,17,Bit 17: no substructure found
39,17,Bit 17: no substructure found
40,17,Bit 17: no substructure found
41,17,Bit 17: no substructure found
42,17,Bit 17: no substructure found
43,17,Bit 17: no substructure found
44,17,Bit 17: no substructure found
45,17,Bit 17: no substructure found
46,17,Bit 17: no substructure found
47,17,Bit 17: no substructure found
48,17,Bit 17: no substructure found
49,17,Bit 17: no substructure found
50,17,Bit 17: no substructure found
51,17,Bit 17: no substructure found
52,17,Bit 17: no substructure found
53,17,Bit 17: no substructure found
54,17,Bit 17: no substructure found
55,17,Bit 17: no substructure found
56,17,Bit 17: contains amide
57,17,Bit 17: no substructure found
58,17,Bit 17: no substructure found
59,17,Bit 17: no substructure found
60,17,Bit 17: no substructure found
61,17,Bit 17: no substructure found
62,17,Bit 17: no substructure found
63,17,Bit 17: no substructure found
64,17,Bit 17: no substructure found
65,17,Bit 17: no substructure found
66,17,Bit 17: no substructure found
67,17,Bit 17: no substructure found
68,17,Bit 17: no substructure found
69,17,Bit 17: no substructure found
70,17,Bit 17: no substructure found
71,17,Bit 17: no substructure found
72,17,Bit 17: no substructure found
73,17,Bit 17: no substructure found
74,17,Bit 17: no substructure found
75,17,Bit 17: no substructure found
76,17,Bit 17: no substructure found
77,17,Bit 17: no substructure found
78,17,Bit 17: no substructure found
79,17,Bit 17: no substructure found
80,17,Bit 17: no substructure found
81,17,Bit 17: no substructure found
82,17,Bit 17: no substructure found
83,17,Bit 17: no substructure found
84,17,Bit 17: no substructure found
85,17,Bit 17: no substructure found
86,17,Bit 17: no substructure found
87,17,Bit 17: no substructure found
88,17,Bit 17: no substructure found
89,17,Bit 17: no substructure found
90,17,Bit 17: no substructure found
91,17,Bit 17: no substructure found
92,17,Bit 17: no substructure found
93,17,Bit 17: no substructure found
94,17,Bit 17: no substructure found
95,17,Bit 17: no substructure found
96,17,Bit 17: no substructure found
97,17,Bit 17: no substructure found
98,17,Bit 17: no substructure found
99,17,Bit 17: no substructure found
100,17,Bit 17: no substructure found
101,17,Bit 17: no substructure found
102,17,Bit 17: no substructure found
103,17,Bit 17: no substructure found
104,17,Bit 17: no substructure found
105,17,Bit 17: no substructure found
106,17,Bit 17: no substructure found
107,17,Bit 17: no substructure found
